UID	Name	Name_of_mapped_ID_in_Tax	Tax_Path_Names	URL	Mapped_ID_in_Tax	Tax_Level	Tax_Path_IDs	Keywords	Description	Date	Type 	Author	Last_Edit	Comments	Affiliation	Location	Driftie	Tags
1.12.1.3.5.101	A Look at Carbon Removal	Offsets marketplaces, exchanges and APIs	Carbon Removal;Solutions;Carbon offset verification, monitoring, and creation;Offsets marketplaces, exchanges and APIs;Offsets marketplaces, exchanges and APIs	https://www.climatedrift.com/p/a-look-at-carbon-removal	1.12.1.3.5	5	1;1.12;1.12.1;1.12.1.3;1.12.1.3.5	carbon removal, CDR, offsets, company profiles, Agreena, soil carbon, voluntary carbon market, VCM, Patch, Opna, Land Life, farming, ag, UNDO, Brilliant Planet, Carbonfuture, carbon credits, Neustark, co2, carbon dioxide, Carbonculture, renewable energy, Neutral, Mission Zero, Riverse, Atem, Seqana, soil, Rhizocore, Tree.ly, forests, forestry, Treeconomy, Paebbl, Carbonˣ, Planboo, Carbon Atlantis, direct air capture, DAC, Emizio, carbon accounting, Biorecro, carbon capture, Pronoe, alkalinity, Ecoera, biochar, Cbamboo, Carbon Border Adjustment Mechanism, CBAM	focus is on some of the Carbon Removal companies attending The Drop conference	05/23/2023	CD Original Article	Skander Garroum 	07/10/2025				NA	carbon-offsets, carbon-removal, DAC, forestry, co2, agriculture
1.12.1.3.5.102	Skander Garroum	Offsets marketplaces, exchanges and APIs	Carbon Removal;Solutions;Carbon offset verification, monitoring, and creation;Offsets marketplaces, exchanges and APIs;Offsets marketplaces, exchanges and APIs	https://www.linkedin.com/in/skandergarroum/	1.12.1.3.5	3	1;1.12;1.12.1;1.12.1.3;1.12.1.3.5	climate drift, founder	Founder & Economist on a mission to demystify climate solutions. Serving bite-sized insights and in-depth explorations.	05/26/2025	Person		07/10/2025				1	carbon-removal
1.12.1.3.5.103	Carbon Offsets Explained Pt. 2	Offsets marketplaces, exchanges and APIs	Carbon Removal;Solutions;Carbon offset verification, monitoring, and creation;Offsets marketplaces, exchanges and APIs;Offsets marketplaces, exchanges and APIs	https://www.climatedrift.com/p/carbon-offsets-explained-part-3	1.12.1.3.5	4	1;1.12;1.12.1;1.12.1.3;1.12.1.3.5	offsets, CDR, co2, carbon dioxide, net zero, emissions accounting, registries, Verra, markets, voluntary carbon markets, VCM, ESG, direct air capture, DAC, marketplace, registry, Intergovernmental Panel on Climate Change, IPCC, carbon taxation, carbon trading, carbon offsetting, clean development mechanism, CDM, california, cap-and-trade, N2O, kyoto protocol, certified emission reductions, CER, emissions trading scheme, ETS, additionality, leakage, verification, permanence, double selling, COP26, world cup, denmark	diving into the final part (at least for now) on Carbon Offsets. Having explored the origin of Carbon Offsets in Part 1 and the problems plaguing the Voluntary Offset market, we'll now delve into its ongoing evolution. We'll walk you through the offset purchasing process—starting with the traditional Voluntary Carbon market and then to the emerging new market. True to Climate Drift's style, I'll spotlight a company at each phase. Today's article is greatly informed by the insights from this exceptional CTVC post: Giving Carbon Credit Where It's Due. I think their observations are a spot on glimpse into the future of offsets, I'll be referencing their post while spotlighting companies and incorporating our own perspectives. We often say we stand on the shoulders of giants, and in this instance, those giants are Sophie Purdom and Kim Zhou.	08/25/2023	CD Original Article	Skander Garroum 	07/10/2025				NA	carbon-offsets, markets, co2, DAC
1.12.1.3.5.104	Carbon Offsets Explained Pt. 3	Offsets marketplaces, exchanges and APIs	Carbon Removal;Solutions;Carbon offset verification, monitoring, and creation;Offsets marketplaces, exchanges and APIs;Offsets marketplaces, exchanges and APIs	https://www.climatedrift.com/p/carbon-offsets-explained-part-3	1.12.1.3.5	4	1;1.12;1.12.1;1.12.1.3;1.12.1.3.5	Sophie Purdom, Kim Zhou, offsets, legacy, legacy offsets, CDR, co2, carbon dioxide, net zero, emissions accounting, South Pole, HSBC, Deutsche Bank, L’Oreal, Hilton, Danone, Chanel, registries, Verra, markets, voluntary carbon markets, VCM, ESG, SaaS, microsoft, Shopify, supply chain,  direct air capture, DAC, Climeworks, Charm Industrial, marketplace, Isometric, registry, carbon offsetting	diving into the final part (at least for now) on Carbon Offsets. Having explored the origin of Carbon Offsets in Part 1 and the problems plaguing the Voluntary Offset market, we'll now delve into its ongoing evolution. We'll walk you through the offset purchasing process—starting with the traditional Voluntary Carbon market and then to the emerging new market. True to Climate Drift's style, I'll spotlight a company at each phase. Today's article is greatly informed by the insights from this exceptional CTVC post: Giving Carbon Credit Where It's Due. I think their observations are a spot on glimpse into the future of offsets, I'll be referencing their post while spotlighting companies and incorporating our own perspectives. We often say we stand on the shoulders of giants, and in this instance, those giants are Sophie Purdom and Kim Zhou.	08/28/2023	CD Original Article	Skander Garroum 	07/10/2025				NA	carbon-offsets, markets, DAC, co2
1.12.1.3.6.100	A Look at Carbon Removal	Verification and Certification	Carbon Removal;Solutions;Carbon offset verification, monitoring, and creation;Verification and Certification;Verification and Certification	https://www.climatedrift.com/p/a-look-at-carbon-removal	1.12.1.3.6	5	1;1.12;1.12.1;1.12.1.3;1.12.1.3.6	carbon removal, CDR, offsets, company profiles, Agreena, soil carbon, voluntary carbon market, VCM, Patch, Opna, Land Life, farming, ag, UNDO, Brilliant Planet, Carbonfuture, carbon credits, Neustark, co2, carbon dioxide, Carbonculture, renewable energy, Neutral, Mission Zero, Riverse, Atem, Seqana, soil, Rhizocore, Tree.ly, forests, forestry, Treeconomy, Paebbl, Carbonˣ, Planboo, Carbon Atlantis, direct air capture, DAC, Emizio, carbon accounting, Biorecro, carbon capture, Pronoe, alkalinity, Ecoera, biochar, Cbamboo, Carbon Border Adjustment Mechanism, CBAM	focus is on some of the Carbon Removal companies attending The Drop conference	05/23/2023	CD Original Article	Skander Garroum 	07/10/2025				NA	carbon-offsets, carbon-removal, DAC, forestry, co2, agriculture
1.12.1.3.6.101	Scaling Up for the Carbon Challenge: Going from Micro to Massive	Verification and Certification	Carbon Removal;Solutions;Carbon offset verification, monitoring, and creation;Verification and Certification;Verification and Certification	https://www.climatedrift.com/p/scaling-up-for-the-carbon-challenge	1.12.1.3	5	1;1.12;1.12.1;1.12.1.3;1.12.1.3.6	carbon offstes, carbon removal, CDR, scope 1, scope 2, scope 1, scope 3, greenhouse gas emissions, GHG, EU, carbon dioxide, co2, net zero, carbon reduction, technology readiness levels, TRL, Bionergy with Carbon Removal and Storage, BiCRS, Direct Air Carbon Capture and Storage, DACCS, DAC, voluntary carbon market, VCM, Inflation Reduction Act, IRA, Infrastructure Investment and Jobs Act, IIJA, Intergovernmental Panel on Climate Change, IPCC, NZE2050, CarbonCapture, project bison, marine CDR, mCDR, Enhanced Rock Weathering, ERW, Monitoring Reporting and Verification, MRV	This post will continue to explore Carbon Removal. After deep diving into the Carbon Removal Hype, digging into Carbon Offsets, Climate Drift will now look at the carbon removal challenge ahead of us. We hear about carbon dioxide emissions, carbon tons, and huge efforts ahead. But where are we now, and where do we need to go?. In summary, we are currently looking at a market that will grow exponentially to remove a quarter of our emissions production and help meet the 2050 net zero objective. What will happen after that? Well, we haven’t even talked about legacy emissions. These emissions that we have continuously added to the atmosphere since the industrial revolution add up to 2.3 trillion tons of CO2 and have increased by 150% since 1750. But this may be a discussion for another time!	09/15/2023	CD Original Article	Isabelle Le Guay	07/10/2025				NA	carbon-removal, co2, carbon-offsets, IRA
1.12.1.3.6.102	Strategic Risks	Verification and Certification	Carbon Removal;Solutions;Carbon offset verification, monitoring, and creation;Verification and Certification;Verification and Certification	https://www.climatedrift.com/p/strategic-risks	1.12.1.3	4	1;1.12;1.12.1;1.12.1.3;1.12.1.3.6	Intergovernmental Panel on Climate Change, IPCC, Advance Market Commitments, AMC, Frontier, alphabet, stripe, Carbon Removal Purchase Agreementsm, CRPAs, co2, carbon dioxide, McKinsey, meta, microsoft, Autodesk, H&M, j P morgen, CDR, Heirloom, ebb, storage, Greenhouse Gas Protocol, GHG, biodiversity, Carbon Removal, quantification, Verification, Monitoring and Verification, MMV	What You Need to Know Before Negotiating Carbon Removal Agreements. Carbon Removal purchases are exploding - but has the legal side kept up? Time to dive into Carbon Removal Purchase Agreements and how enhance their effectiveness. In the face of escalating climate change, carbon removal technologies have become vital to meet global climate targets, specifically the 1.5°C temperature cap as outlined by the Intergovernmental Panel on Climate Change (IPCC). Despite the urgency, the current development pace of these technologies lags significantly behind the necessary scales. Initiatives like Frontier, backed by major corporations including Stripe and Alphabet, aim to bolster the deployment of these technologies through Advance Market Commitments (AMCs). This support not only promises to amplify innovation but also drives the financial and technological scaling needed. However, the structuring of Carbon Removal Purchase Agreements (CRPAs) carries inherent legal and commercial risks, ranging from technological uncertainties to regulatory shifts and market dynamics. Additionally, trust remains a critical challenge, necessitating high-quality credits and assurances regarding verifiability, additionality and net negativity. This article explores these risks, offering a detailed analysis based on publicly available agreements (those from Stripe), and discusses strategic mitigation approaches essential for cultivating a robust carbon removal market. By addressing these challenges, Buyers1 and Companies2 can navigate the complexities of CRPAs effectively, thereby accelerating the adoption of crucial carbon removal solutions, enhancing trust, and supporting broader climate goals.	04/17/2024	CD Original Article	Isaac de León	07/10/2025				NA	carbon-removal, markets, AI, co2
1.12.1.3.6.103	Skander Garroum	Verification and Certification	Carbon Removal;Solutions;Carbon offset verification, monitoring, and creation;Verification and Certification;Verification and Certification	https://www.linkedin.com/in/skandergarroum/	1.12.1.3.6	3	1;1.12;1.12.1;1.12.1.3;1.12.1.3.6	climate drift, founder	Founder & Economist on a mission to demystify climate solutions. Serving bite-sized insights and in-depth explorations.	05/26/2025	Person		07/10/2025				1	carbon-removal
1.12.1.3.6.104	Carbon Offsets Explained Pt. 3	Verification and Certification	Carbon Removal;Solutions;Carbon offset verification, monitoring, and creation;Verification and Certification;Verification and Certification	https://www.climatedrift.com/p/carbon-offsets-explained-part-3	1.12.1.3.6	4	1;1.12;1.12.1;1.12.1.3;1.12.1.3.6	Sophie Purdom, Kim Zhou, offsets, legacy, legacy offsets, CDR, co2, carbon dioxide, net zero, emissions accounting, South Pole, HSBC, Deutsche Bank, L’Oreal, Hilton, Danone, Chanel, registries, Verra, markets, voluntary carbon markets, VCM, ESG, SaaS, microsoft, Shopify, supply chain,  direct air capture, DAC, Climeworks, Charm Industrial, marketplace, Isometric, registry, carbon offsetting	diving into the final part (at least for now) on Carbon Offsets. Having explored the origin of Carbon Offsets in Part 1 and the problems plaguing the Voluntary Offset market, we'll now delve into its ongoing evolution. We'll walk you through the offset purchasing process—starting with the traditional Voluntary Carbon market and then to the emerging new market. True to Climate Drift's style, I'll spotlight a company at each phase. Today's article is greatly informed by the insights from this exceptional CTVC post: Giving Carbon Credit Where It's Due. I think their observations are a spot on glimpse into the future of offsets, I'll be referencing their post while spotlighting companies and incorporating our own perspectives. We often say we stand on the shoulders of giants, and in this instance, those giants are Sophie Purdom and Kim Zhou.	08/28/2023	CD Original Article	Skander Garroum 	07/10/2025				NA	carbon-offsets, markets, DAC, co2
1.12.100	How can we incentivize safe & durable geostorage?- Pt. 1	Carbon Removal	Carbon Removal;Carbon Removal	https://www.climatedrift.com/p/how-can-we-incentivize-safe-and-durable	1.12	2	1;1.12	geological carbon storage, geosorage, CDR, carbon dioxide removal, utilization and storage, CCUS, GHG, emmissions, direct air capture, DAC, bioenergy capture, BEC, co2, deep saline formations, industrial emissions capture, bioenergy with carbon capture and storage, BECCS, microsoft, 1PointFive, mineralization, dissolution, unmineable coal, trapping, geological reservoirs, caprock, carbonic acid, carbonate, limestone, marble, or chalk, sequestration, FOAK, carbon crediting, CC, first-of-a-kind	Part 1 of a two-part deep dive, exploring a critical but often overlooked climate solution: geological carbon storage & how to make it feasible. I already wrote a lot about the carbon removal hype, including the largest climate acquisition last year. Part 1 sets the stage by unpacking the complexities of Carbon Capture, Utilization, and Storage (CCUS) projects, with a focus on Carbon Dioxide Removal (CDR) technologies. We'll explore: The need for CDR to meet Paris Agreement goals; The intricacies of carbon capture, transportation, and storage; The potential and challenges of geological storage (geostorage); The current state of the CDR market and its projected growth. We'll dive into the technical aspects of geostorage, the importance of proper site selection, and the often-underestimated complexity of this crucial step in the CDR process.	09/23/2024	CD Original Article	Kim Vinet	07/10/2025				NA	carbon-removal, energy-storage, DAC, co2
1.12.101	The Guide to the Carbon Removal Hype Pt.1 - The Basics	Carbon Removal	Carbon Removal;Carbon Removal	https://www.climatedrift.com/p/the-guide-to-the-carbon-removal-hype	1.12	2	1;1.12	offsets, CDR, co2, carbon dioxide, net zero, emissions accounting, registries, Verra, markets, voluntary carbon markets, VCM, ESG, direct air capture, DAC, marketplace, registry, Intergovernmental Panel on Climate Change, IPCC, carbon taxation, carbon trading, carbon offsetting, california, cap-and-trade, certified emission reductions, CER, emissions trading scheme, ETS, additionality, leakage, verification, permanence, carbon capture, permanence, durability, hype curve, advanced market commitment, AMC	 let's zoom out and get a panoramic view of the entire Carbon Removal Landscape. A quick emissions recap: Since 1850, CO2 levels have skyrocketed by 50%, moving from 280 ppm to 420 ppm, with the majority of this increase occurring in recent times. Our penchant for burning resources has not only released greenhouse gases like CO2 and CH4 but also introduced other detrimental pollutants. To keep global temperatures under 1.5°C, proactive carbon removal is non-negotiable. The IPCC emphasizes that mere emission reductions won't cut it; we need to actively pull CO2 out of the atmosphere. By mid-century, the goal is to strike a balance between minimizing emissions and ramping up carbon removal. In this series, we'll navigate the vast expanse of the carbon removal domain, from nature-based and technological CO2 capture methods to CO2 transportation, storage, utilization, and Carbon Offsets.	08/21/2023	CD Original Article	Skander Garroum 	07/10/2025				NA	co2, carbon-offsets, markets, carbon-removal, DAC
1.12.102	Scaling Up for the Carbon Challenge: Going from Micro to Massive	Carbon Removal	Carbon Removal;Carbon Removal	https://www.climatedrift.com/p/scaling-up-for-the-carbon-challenge	1.12	2	1;1.12	carbon offstes, carbon removal, CDR, scope 1, scope 2, scope 1, scope 3, greenhouse gas emissions, GHG, EU, carbon dioxide, co2, net zero, carbon reduction, technology readiness levels, TRL, Bionergy with Carbon Removal and Storage, BiCRS, Direct Air Carbon Capture and Storage, DACCS, DAC, voluntary carbon market, VCM, Inflation Reduction Act, IRA, Infrastructure Investment and Jobs Act, IIJA, Intergovernmental Panel on Climate Change, IPCC, NZE2050, CarbonCapture, project bison, marine CDR, mCDR, Enhanced Rock Weathering, ERW, Monitoring Reporting and Verification, MRV	This post will continue to explore Carbon Removal. After deep diving into the Carbon Removal Hype, digging into Carbon Offsets, Climate Drift will now look at the carbon removal challenge ahead of us. We hear about carbon dioxide emissions, carbon tons, and huge efforts ahead. But where are we now, and where do we need to go?. In summary, we are currently looking at a market that will grow exponentially to remove a quarter of our emissions production and help meet the 2050 net zero objective. What will happen after that? Well, we haven’t even talked about legacy emissions. These emissions that we have continuously added to the atmosphere since the industrial revolution add up to 2.3 trillion tons of CO2 and have increased by 150% since 1750. But this may be a discussion for another time!	09/15/2023	CD Original Article	Isabelle Le Guay	07/10/2025				NA	carbon-removal, co2, carbon-offsets, IRA
1.12.103	Strategic Risks	Carbon Removal	Carbon Removal;Carbon Removal	https://www.climatedrift.com/p/strategic-risks	1.12	2	1;1.12	Intergovernmental Panel on Climate Change, IPCC, Advance Market Commitments, AMC, Frontier, alphabet, stripe, Carbon Removal Purchase Agreementsm, CRPAs, co2, carbon dioxide, McKinsey, meta, microsoft, Autodesk, H&M, j P morgen, CDR, Heirloom, ebb, storage, Greenhouse Gas Protocol, GHG, biodiversity, Carbon Removal, quantification, Verification, Monitoring and Verification, MMV	What You Need to Know Before Negotiating Carbon Removal Agreements. Carbon Removal purchases are exploding - but has the legal side kept up? Time to dive into Carbon Removal Purchase Agreements and how enhance their effectiveness. In the face of escalating climate change, carbon removal technologies have become vital to meet global climate targets, specifically the 1.5°C temperature cap as outlined by the Intergovernmental Panel on Climate Change (IPCC). Despite the urgency, the current development pace of these technologies lags significantly behind the necessary scales. Initiatives like Frontier, backed by major corporations including Stripe and Alphabet, aim to bolster the deployment of these technologies through Advance Market Commitments (AMCs). This support not only promises to amplify innovation but also drives the financial and technological scaling needed. However, the structuring of Carbon Removal Purchase Agreements (CRPAs) carries inherent legal and commercial risks, ranging from technological uncertainties to regulatory shifts and market dynamics. Additionally, trust remains a critical challenge, necessitating high-quality credits and assurances regarding verifiability, additionality and net negativity. This article explores these risks, offering a detailed analysis based on publicly available agreements (those from Stripe), and discusses strategic mitigation approaches essential for cultivating a robust carbon removal market. By addressing these challenges, Buyers1 and Companies2 can navigate the complexities of CRPAs effectively, thereby accelerating the adoption of crucial carbon removal solutions, enhancing trust, and supporting broader climate goals.	04/17/2024	CD Original Article	Isaac de León	07/10/2025				NA	carbon-removal, markets, AI, co2
1.12.104	Skander Garroum	Carbon Removal	Carbon Removal;Carbon Removal	https://www.linkedin.com/in/skandergarroum/	1.12	4	1;1.12	climate drift, founder	Founder & Economist on a mission to demystify climate solutions. Serving bite-sized insights and in-depth explorations.	05/26/2025	Person		07/10/2025				1	carbon-removal
1.3.100	The Guide To Advanced Air Mobility	Transportation	Transportation;Transportation	https://www.climatedrift.com/p/the-guide-to-advanced-air-mobility	1.3	2	1;1.3	Advanced air mobility, air taxi, AAM aircraft, vertical take-off and landing, eVTOL, cargo market, public service market	Today, we are releasing a comprehensive 100-page guide on the Advanced Air Mobility (AAM) space. It covers everything you need to know, from use cases to an overview of key players and the regulatory landscape. For those who prefer a quicker read, we also prepared a brief 10-minute summary highlighting our highlights.	07/22/2025	CD Original Article	Eric Schiff	07/10/2025				NA	AI, markets, transportation, EVs
1.3.101	A Look at Transportation Companies	Transportation	Transportation;Transportation	https://www.climatedrift.com/p/a-look-at-transportation-companies	1.3	2	1;1.3	Transportation, Emissions, Decarbonization, Micro-mobility, Sustainable Aviation Fuel, SAF, Maritime Sector, Alternative Fuels, Ammonia, Carbon Capture and Storage, CCS, Electric Vehicles, EVs, Hydrogen Trucks, Maersk, EV Charging Solutions, company profiles, Toyota, Carnot, Hived, Liftango, UK, Elonroad, sweden, Spark, e-fules, Pionix, software, charging infrastructure, Seabound	A Look at Transportation Companies. The Drop Conference Special. Transportation contributes to nearly 9% of global carbon emissions. Thankfully we are already working on many solutions: Micro-mobility can reduce city transport emissions by up to 30% in urban settings. Sustainable Aviation Fuel (SAF) has the potential to cut aviation CO2 emissions by 80% over their full lifecycle. The maritime sector, responsible for about 2-3% of global emissions, sees potential in alternative fuels like ammonia, which can reduce ship emissions by 99%. Carbon Capture and Storage (CCS) can capture up to 90% of the CO2 emissions produced. Electric Vehicles (EVs) on a renewable energy grid can result in 70% fewer emissions than gasoline cars. Electrifying fleets can potentially replace millions of polluting vehicles, while hydrogen trucks offer near-zero emissions, with hydrogen production from green sources being key.	08/29/2023	CD Original Article	Skander Garroum 	07/10/2025				NA	EVs, co2, transportation, charging, carbon-removal, hydro
1.3.102	Climate Hype Curve: Transportation Pt. 3	Transportation	Transportation;Transportation	https://www.climatedrift.com/p/climate-hype-curve-transportation-0ff	1.3	2	1;1.3	Climate Hype Curve, Transportation, Electric Trucks, Maritime Alternative Fuels, Ammonia, Methanol, Biofuels, Electric Planes, Hydrogen Trucks, Electric Ships, Port Electrification, Carbon Capture, Maersk, company profiles, trucks, Remora, EVs, hydrogen, maritime, e-HFO, heavy fuel oil, biofules, Amogy, electric planes, Regent, co2, carbon dioxide, Smart Airport Systems, airport, eTrucks, Hydra, Ports, Port of Long Beach SCE, Hype Curve	This is the third installment in our trilogy exploring the hype curve of transportation solutions. Our exploration includes, as in Part 1 & 2, with: An overview of each solution; One lighthouse company per solution. Today's solutions range from electric ships, trucks, and planes to alternative shipping fuels.	08/16/2023	CD Original Article	Skander Garroum 	07/10/2025				NA	co2, hydro, EVs, AI, transportation, carbon-removal
1.3.3.1.100	Breaking Barriers: Solutions for EV Anxiety	EVs	Transportation;Cars;EVs;EVs	https://www.climatedrift.com/p/breaking-barriers-solutions-for-ev	1.3.3.1	4	1;1.3;1.3.3;1.3.3.1	EV Anxiety, Electric Vehicles, EVs, net zero, Net Zero Emissions, Charging Infrastructure, Range Anxiety, Charge Anxiety, Skill Shortage Anxiety, Sustainable Transportation, Battery Technology, Educational Initiatives,  Rho Motion, Motor Trades Association of Australia, MTAA, UK , US,  Local electric Vehicle Infrasture, LEVI, fit for 55, EU,  Enova SF, norway, Tesla,, Mercedes, BYD, Volkswagen, volvo, Honda	"One of the biggest barriers to EV adoption is the perceived range—or rather, the perceived lack of it. But this is not the only anxiety that can come with an EV switch. Here, Brenda Tsang tackles EV Anxiety by defining it and highlighting four effective solutions. Throughout my youth, the notion of personal vehicle ownership seemed superfluous, given the advanced and convenient public transportation infrastructure that defined my upbringing. However, this perspective shifted dramatically upon relocating abroad, where I encountered the stark reality of insufficient public transportation in rural locales, thereby rendering daily commutes exceedingly challenging. Initially, when the time came to purchase my first vehicle, the financial constraints I faced precluded the option of an electric vehicle (EV). Nonetheless, as EVs surged in popularity, became more financially accessible, and my environmental consciousness deepened, the allure of owning a fully electric battery-powered vehicle intensified, ultimately establishing it as my preferred choice. Despite this inclination, a pervasive myth known as ""Range Anxiety"" remains a significant barrier deterring many potential EV purchasers. This phenomenon encapsulates the apprehension that an EV may not possess adequate battery capacity to reach its intended destination. As an enthusiastic proponent of EVs, I am compelled to explore this topic in depth. This article is trying to examine the multifaceted issue of EV anxiety by addressing the following critical aspects: What is EV Anxiety? Why does it happen? Solutions to mitigate EV Anxiety. Evaluation of existing solutions The imperative to resolve the Anxiety among EV; By undertaking a thorough examination of EV anxiety and its impact on potential EV buyers, this article aims to contribute meaningfully to the discourse surrounding electric vehicles, with the ultimate goal of advancing the transition towards more sustainable modes of transportation."	04/15/2025	CD Original Article	Brenda Tsang	07/10/2025				NA	EVs, transportation, AI, net-zero
1.3.3.1.2.1.100	Charging Ahead	Public Charging Network	Transportation;Cars;EVs;Charging;Public Charging Network;Public Charging Network	https://www.climatedrift.com/p/charging-ahead	1.3.3.1.2.1	6	1;1.3;1.3.3;1.3.3.1;1.3.3.1.2;1.3.3.1.2.1	Freight, trucks, transportation, etrucks, EVs, co2, carbon dioxide, heavy duty vehicles, HDVs, N3 class vehicles, Class 7, class 8, gross weight vehicle ratings, GWVR, e-trucks, zero emission vehicles, ZEV, china, EU, US, net zero, CATL, ZE-HDV,  EV100+, batteries, tax credits, incentives, california, germany, thailand, charging, Trans-European Transport Network, TEN-T, National Electric Vehicle Infrastructure, NEVI, grants, IRA, retrofitted trucks	How global incentives are fueling the Electric Truck Movement. By some measurements we are on a good track to electrify cars - but we are tracking behind on electrifying trucks. Time to look at the incentives for etrucks.	04/10/2024	CD Original Article	Berkay Issevenler	07/10/2025				NA	EVs, co2, infrastructure, transportation
1.3.6.1.1.2.100	Charging Ahead	Heavy	Transportation;Trucks;Electric Trucks;Delivery Trucks;Heavy;Heavy	https://www.climatedrift.com/p/charging-ahead	1.3.6.1.1.2	6	1;1.3;1.3.6;1.3.6.1;1.3.6.1.1;1.3.6.1.1.2	Freight, trucks, transportation, etrucks, EVs, co2, carbon dioxide, heavy duty vehicles, HDVs, N3 class vehicles, Class 7, class 8, gross weight vehicle ratings, GWVR, e-trucks, zero emission vehicles, ZEV, china, EU, US, net zero, CATL, ZE-HDV,  EV100+, batteries, tax credits, incentives, california, germany, thailand, charging, Trans-European Transport Network, TEN-T, National Electric Vehicle Infrastructure, NEVI, grants, IRA, retrofitted trucks	How global incentives are fueling the Electric Truck Movement. By some measurements we are on a good track to electrify cars - but we are tracking behind on electrifying trucks. Time to look at the incentives for etrucks.	04/10/2024	CD Original Article	Berkay Issevenler	07/10/2025				NA	EVs, co2, infrastructure, transportation
1.3.6.1.100	Charging Ahead	Electric Trucks	Transportation;Trucks;Electric Trucks;Electric Trucks	https://www.climatedrift.com/p/charging-ahead	1.3.6.1	4	1;1.3;1.3.6;1.3.6.1	Freight, trucks, transportation, etrucks, EVs, co2, carbon dioxide, heavy duty vehicles, HDVs, N3 class vehicles, Class 7, class 8, gross weight vehicle ratings, GWVR, e-trucks, zero emission vehicles, ZEV, china, EU, US, net zero, CATL, ZE-HDV,  EV100+, batteries, tax credits, incentives, california, germany, thailand, charging, Trans-European Transport Network, TEN-T, National Electric Vehicle Infrastructure, NEVI, grants, IRA, retrofitted trucks	How global incentives are fueling the Electric Truck Movement. By some measurements we are on a good track to electrify cars - but we are tracking behind on electrifying trucks. Time to look at the incentives for etrucks.	04/10/2024	CD Original Article	Berkay Issevenler	07/10/2025				NA	EVs, co2, infrastructure, transportation
1.3.9.1.100	The Sustainable Aviation Fuel (SAF) Solution Framework	eFuels	Transportation;Planes;eFuels;eFuels	https://www.climatedrift.com/p/the-sustainable-aviation-fuel-saf	1.3.9.1	4	1;1.3;1.3.9;1.3.9.1	Sustainable Aviation Fuel, SAF, decarbonizing aviation, jet fuel, net zero, boeing, Air travel, co2, carbon dioxide, emissions, nitrogen oxides, echnology Readiness Level, TRL,zero carbon energy sources, electricity, hydrogen fuel cells, hydrogen,  Ampaire, Heart Aerospace, ZeroAvia, The International Civil Aviation Organization, ICAO, long-term global aspirational goal, LTAG,  International Air Transport Association, IATA, Air Transport Action Group, ATAG,  SAF Grand Challenge, Airlines for America, A4A, International Airlines Group, IAG, United Airlines, Air France-KLM, ASTM 7566, ASTM 1655, Fulcrum BioEnergy, MSW, Alder Renewables, Aemetis, Fischer-Tropsch, municipal solid waste, alcohol-to-jet,  Gevo, Nuseed, LanzaJet, E-Fuels, power-to-liquid, air to fuel,  Air Company, Twelve, SkyNRG, airfare, air freight, microsoft, google, amazon, Tax Incentives, offset, Inflation Reduction Act, IRA, clean fuel, Carbon Accounting Greenhouse gases Regulated Emissions and Energy use in Technologies, GREET, ReFuelEU, Jet Zero, UK, EU, Carbon Offsetting and Reduction Scheme for International Aviation. CORSIA, book and claim	Today, air travel contributes approximately 2.5% of global CO2 emissions, with significant growth expected in the future. The main strategy for decarbonizing aviation is to replace fossil-based jet fuel with sustainable aviation fuel (SAF) - and one of our most requested topics for a deep dive. Today Climate Drifter Jonathan Castrodale dives deep into SAF - through a framework he is building: The SAF Solution Framework. The SAF framework covers: Business Case; Science; Supply & Demand; Carrots & Sticks	05/21/2024	CD Original Article	Jonathan Castrodal	07/10/2025				NA	AI, co2, IRA, carbon-offsets
1.3.9.100	The Guide To Advanced Air Mobility	Planes	Transportation;Planes;Planes	https://www.climatedrift.com/p/the-guide-to-advanced-air-mobility	1.3.9	3	1;1.3;1.3.9;1.3.9.3	Advanced air mobility, air taxi, AAM aircraft, vertical take-off and landing, eVTOL, cargo market, public service market	Today, we are releasing a comprehensive 100-page guide on the Advanced Air Mobility (AAM) space. It covers everything you need to know, from use cases to an overview of key players and the regulatory landscape. For those who prefer a quicker read, we also prepared a brief 10-minute summary highlighting our highlights.	07/22/2025	CD Original Article	Eric Schiff	07/10/2025				NA	AI, markets, transportation, EVs
1.3.9.2.100	Hydrogen Explained Pt. 1 	Hydrogen	Transportation;Planes;Hydrogen;Hydrogen	https://www.climatedrift.com/p/hydrogen-explained-part-1	1.3.9.2	4	1;1.3;1.3.9;1.3.9.2	hydrogen, electric hydrogen, liquefaction, chemical storage, compressed gas tank, blue hydrogen, green hydrogen, gray hydrogen, plane fuel, transportation	Hydrogen is often portrayed as a Climate Solutions silver bullet, but many questions remain: How will it be produced, how will it be transported, what will its end uses be? It’s intriguing to consider how we can replicate the solar success story—transforming a once-costly technology into a scalable and cheap technology. With Hydrogen we have a chance to replicate this. Electric Hydrogen, one of climate tech’s first unicorns, is not just drawing inspiration from this playbook; they're rewriting it specifically for hydrogen. Hydrogen's scope is vast, and we aim to lay down the groundwork for understanding it: We will cover: Hydrogen: What is it?; How can it help with Decarbonisation; Current state of the market; Company Deep Dive: Electric Hydrogen.	11/03/2025	CD Original Article	Skander Garroum	07/10/2025				NA	hydro, transportation, energy-storage, AI
